SUBMITTED_ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0035588,FBgn0035588,CG10672,64C7-64C7,-,3-13 <newline> 3-12.2,-,-,SO0000010:protein_coding_gene,-,peroxisome ; GO:0005777 | inferred from sequence or structural similarity with HGNC:16985 inferred from sequence model,oxidoreductase activity ; GO:0016491 | inferred from electronic annotation with InterPro:IPR020904,3L,5141646,5140440,-1,-,-,13-Mar,CG10672
FBgn0035630,FBgn0035630,CG10576,64E6-64E6,-,3-15 <newline> 3-13.8,-,-,SO0000010:protein_coding_gene,-,-,-,3L,5765702,5761963,-1,-,-,15-Mar,CG10576
FBgn0035640,FBgn0035640,CG17498,64E11-64E12,-,3-15 <newline> 3-14.0,-,-,SO0000010:protein_coding_gene,mitotic spindle assembly checkpoint ; GO:0007094 | inferred from direct assay <newline> mitotic spindle assembly checkpoint ; GO:0007094 | inferred from mutant phenotype <newline> male germ-line stem cell asymmetric division ; GO:0048133 | inferred from genetic interaction with Mtor <newline> regulation of mitotic cell cycle ; GO:0007346 | inferred from mutant phenotype <newline> chromosome organization ; GO:0051276 | inferred from mutant phenotype <newline> regulation of mitotic spindle assembly ; GO:1901673 | inferred from genetic interaction with SAK <newline> regulation of mitotic cell cycle spindle assembly checkpoint ; GO:0090266 | inferred from mutant phenotype <newline> regulation of mitotic spindle assembly ; GO:1901673 | inferred from mutant phenotype,mitotic spindle ; GO:0072686 | colocalizes_with inferred from direct assay <newline> kinetochore ; GO:0000776 | inferred from direct assay <newline> spindle ; GO:0005819 | inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay <newline> nucleus ; GO:0005634 | inferred from direct assay <newline> nucleoplasm ; GO:0005654 | inferred from direct assay <newline> nuclear pore ; GO:0005643 | colocalizes_with inferred from direct assay <newline> kinetochore ; GO:0000776 | colocalizes_with inferred from direct assay <newline> nuclear envelope ; GO:0005635 | inferred from direct assay <newline> spindle pole ; GO:0000922 | colocalizes_with inferred from direct assay <newline> spindle matrix ; GO:1990047 | inferred from direct assay <newline> mitotic spindle ; GO:0072686 | inferred from direct assay <newline> kinetochore microtubule ; GO:0005828 | inferred from direct assay,protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:A1Z8P9,3L,5813093,5812135,-1,-,mad2,15-Mar,mad2
FBgn0035641,FBgn0035641,CG5568,64F3-64F3,-,3-15 <newline> 3-14.0,-,-,SO0000010:protein_coding_gene,metabolic process ; GO:0008152 | inferred from electronic annotation with InterPro:IPR000873 <newline> fatty acid biosynthetic process ; GO:0006633 | traceable author statement,-,catalytic activity ; GO:0003824 | inferred from electronic annotation with InterPro:IPR000873 <newline> fatty acid ligase activity ; GO:0015645 | traceable author statement,3L,5873518,5871501,1,-,-,15-Mar,CG5568
FBgn0035656,FBgn0035656,CG10479,65A1-65A2,-,3-16 <newline> 3-14.2,-,-,SO0000010:protein_coding_gene,-,-,-,3L,5976007,5967545,-1,-,-,16-Mar,CG10479
FBgn0035694,FBgn0035694,CG13299,65A10-65A10,-,3-16 <newline> 3-14.5,-,-,SO0000010:protein_coding_gene,chorion-containing eggshell formation ; GO:0007304 | inferred from expression pattern,chorion ; GO:0042600 | inferred by curator from GO:0007304,molecular_function ; GO:0003674 | no biological data available,3L,6232361,6231805,-1,-,-,16-Mar,CG13299
FBgn0035695,FBgn0035695,CG10226,65A10-65A10,-,3-16 <newline> 3-14.5,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from electronic annotation with InterPro:IPR011527 <newline> response to toxic substance ; GO:0009636 | inferred from expression pattern <newline> renal tubular secretion ; GO:0097254 | inferred from expression pattern <newline> xenobiotic transport ; GO:0042908 | inferred from sequence or structural similarity with UniProtKB:Q00748,ATP-binding cassette (ABC) transporter complex ; GO:0043190 | inferred from sequence or structural similarity with UniProtKB:Q00748 <newline> plasma membrane ; GO:0005886 | inferred from sequence or structural similarity with UniProtKB:Q00748,"ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR003439, InterPro:IPR011527, InterPro:IPR017871 <newline> xenobiotic transmembrane transporting ATPase activity ; GO:0008559 | inferred from sequence or structural similarity with UniProtKB:Q00748 <newline> efflux transmembrane transporter activity ; GO:0015562 | inferred from sequence or structural similarity with UniProtKB:Q00748",3L,6240068,6234323,-1,-,-,16-Mar,CG10226
FBgn0035710,FBgn0035710,CG10121,65C1-65C3,65C1-65C2,3-17 <newline> 3-15.2,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3L,6703521,6689327,-1,-,SP1173,17-Mar,SP1173
FBgn0035766,FBgn0035766,CG8598,65F5-65F5,-,3-20 <newline> 3-17.1,-,-,SO0000010:protein_coding_gene,cell division ; GO:0051301 | inferred from electronic annotation with InterPro:IPR033257 <newline> meiotic chromosome segregation ; GO:0045132 | inferred from electronic annotation with InterPro:IPR033257 <newline> DNA repair ; GO:0006281 | inferred from electronic annotation with InterPro:IPR033257 <newline> mitotic sister chromatid cohesion ; GO:0007064 | inferred from mutant phenotype <newline> histone acetylation ; GO:0016573 | inferred from mutant phenotype,nuclear chromatin ; GO:0000790 | inferred from sequence or structural similarity with UniProtKB:P43605,N-acetyltransferase activity ; GO:0008080 | inferred from electronic annotation with InterPro:IPR000182 <newline> acetyltransferase activity ; GO:0016407 | inferred from sequence or structural similarity with SGD:S000001923 <newline> acetyltransferase activity ; GO:0016407 | inferred from sequence or structural similarity with UniProtKB:P43605,3L,7339340,7335442,-1,-,Establishment of cohesion,20-Mar,eco
FBgn0035768,FBgn0035768,CG14834,65F5-65F5,-,3-20 <newline> 3-17.1,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3L,7347123,7345698,-1,-,-,20-Mar,CG14834
FBgn0035811,FBgn0035811,CG12262,66A10-66A10,-,3-21 <newline> 3-17.8,-,-,SO0000010:protein_coding_gene,fatty acid beta-oxidation ; GO:0006635 | inferred from sequence or structural similarity with UniProtKB:P11310,mitochondrion ; GO:0005739 | inferred from electronic annotation with InterPro:IPR034180 <newline> mitochondrion ; GO:0005739 | inferred from high throughput direct assay,medium-chain-acyl-CoA dehydrogenase activity ; GO:0070991 | inferred from electronic annotation with InterPro:IPR034180 <newline> flavin adenine dinucleotide binding ; GO:0050660 | inferred from electronic annotation with InterPro:IPR013786 <newline> acyl-CoA dehydrogenase activity ; GO:0003995 | inferred from sequence or structural similarity with UniProtKB:P11310,3L,7721472,7719350,1,-,-,21-Mar,CG12262
FBgn0035815,FBgn0035815,CG7422,66A11-66A11,-,3-21 <newline> 3-17.8,-,-,SO0000010:protein_coding_gene,sensory perception of pain ; GO:0019233 | inferred from mutant phenotype,membrane ; GO:0016020 | inferred from electronic annotation with InterPro:IPR002159,-,3L,7743041,7733250,-1,-,Sensory neuron membrane protein 2,21-Mar,Snmp2
FBgn0035831,FBgn0035831,CG8038,66A21-66A22,-,3-21 <newline> 3-18.4,-,-,SO0000010:protein_coding_gene,"mRNA cleavage ; GO:0006379 | inferred from electronic annotation with InterPro:IPR002730, InterPro:IPR016848 <newline> tRNA processing ; GO:0008033 | inferred from sequence or structural similarity with UniProtKB:P38336 <newline> rRNA processing ; GO:0006364 | inferred from sequence or structural similarity with UniProtKB:P38336 <newline> rRNA processing ; GO:0006364 | inferred from biological aspect of ancestor with PANTHER:PTN000331370 <newline> tRNA 5'-leader removal ; GO:0001682 | inferred from sequence or structural similarity with UniProtKB:O95707",ribonuclease MRP complex ; GO:0000172 | inferred from sequence or structural similarity with UniProtKB:P38336 <newline> multimeric ribonuclease P complex ; GO:0030681 | inferred from sequence or structural similarity with UniProtKB:O95707 <newline> ribonuclease P complex ; GO:0030677 | inferred from biological aspect of ancestor with PANTHER:PTN000331370 <newline> ribonuclease MRP complex ; GO:0000172 | inferred from biological aspect of ancestor with PANTHER:PTN000331370 <newline> nucleolar ribonuclease P complex ; GO:0005655 | inferred from sequence or structural similarity with UniProtKB:P38336,rRNA primary transcript binding ; GO:0042134 | inferred from sequence or structural similarity with UniProtKB:P38336 <newline> ribonuclease P activity ; GO:0004526 | contributes_to inferred from biological aspect of ancestor with PANTHER:PTN000331370 <newline> ribonuclease P RNA binding ; GO:0033204 | inferred from biological aspect of ancestor with PANTHER:PTN000331370 <newline> ribonuclease P activity ; GO:0004526 | contributes_to inferred from sequence or structural similarity with UniProtKB:O95707 <newline> ribonuclease MRP activity ; GO:0000171 | contributes_to inferred from biological aspect of ancestor with PANTHER:PTN000331370 <newline> ribonuclease MRP activity ; GO:0000171 | contributes_to inferred from sequence or structural similarity with UniProtKB:P38336,3L,7978650,7977805,-1,-,-,21-Mar,CG8038
FBgn0035871,FBgn0035871,CG7188,66C5-66C5,-,3-24 <newline> 3-19.5,-,-,SO0000010:protein_coding_gene,negative regulation of apoptotic process ; GO:0043066 | inferred from electronic annotation with InterPro:IPR006213 <newline> negative regulation of cell death ; GO:0060548 | inferred from direct assay <newline> negative regulation of endoribonuclease activity ; GO:0060702 | inferred from direct assay <newline> negative regulation of autophagy ; GO:0010507 | inferred from mutant phenotype <newline> negative regulation of endoplasmic reticulum unfolded protein response ; GO:1900102 | inferred from sequence or structural similarity with HGNC:11723 <newline> cellular response to starvation ; GO:0009267 | inferred from mutant phenotype <newline> negative regulation of mRNA endonucleolytic cleavage involved in unfolded protein response ; GO:1904721 | inferred from direct assay <newline> salivary gland cell autophagic cell death ; GO:0035071 | inferred from mutant phenotype,integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR006213 <newline> macromolecular complex ; GO:0032991 | inferred from sequence or structural similarity with HGNC:11723 <newline> integral component of membrane ; GO:0016021 | inferred from sequence model,endoribonuclease inhibitor activity ; GO:0060698 | inferred from sequence or structural similarity with UniProtKB:P55061,3L,8308941,8307145,-1,-,Bax Inhibitor-1,24-Mar,BI-1
FBgn0035878,FBgn0035878,CG7182,66C8-66C8,-,3-24 <newline> 3-19.5,-,-,SO0000010:protein_coding_gene,-,-,-,3L,8346382,8344421,-1,-,-,24-Mar,CG7182
FBgn0035880,FBgn0035880,CG17352,66C8-66C8,-,3-24 <newline> 3-19.5,-,-,SO0000010:protein_coding_gene,endocytosis ; GO:0006897 | inferred from mutant phenotype <newline> rhodopsin metabolic process ; GO:0046154 | inferred from mutant phenotype <newline> photoreceptor cell maintenance ; GO:0045494 | inferred from mutant phenotype,early endosome ; GO:0005769 | inferred from direct assay,-,3L,8356296,8352355,-1,-,CUB and LDLa domain,24-Mar,Culd
FBgn0035918,FBgn0035918,CG5971,66D9-66D9,-,3-26 <newline> 3-20.5,-,-,SO0000010:protein_coding_gene,cell division ; GO:0051301 | inferred from electronic annotation with InterPro:IPR016314 <newline> DNA replication initiation ; GO:0006270 | inferred from electronic annotation with InterPro:IPR016314,nucleus ; GO:0005634 | inferred from direct assay,-,3L,8634069,8631509,-1,-,Cdc6,26-Mar,Cdc6
FBgn0035948,FBgn0035948,CG5644,66E6-66E6,-,3-27 <newline> 3-21.3,-,-,SO0000010:protein_coding_gene,sensory perception of pain ; GO:0019233 | inferred from mutant phenotype,-,-,3L,8979880,8977395,-1,-,-,27-Mar,CG5644
FBgn0035968,FBgn0035968,CG4484,67A3-67A3,-,3-28 <newline> 3-22.3,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from electronic annotation with InterPro:IPR011701 <newline> sucrose transport ; GO:0015770 | inferred from direct assay,integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR011701 <newline> cytoplasmic vesicle ; GO:0031410 | inferred from direct assay <newline> apical part of cell ; GO:0045177 | inferred from direct assay,sucrose transmembrane transporter activity ; GO:0008515 | inferred from direct assay,3L,9208853,9203065,-1,-,Solute carrier family 45 member 1,28-Mar,Slc45-1
FBgn0035969,FBgn0035969,CG4476,67A3-67A3,-,3-28 <newline> 3-22.7,-,-,SO0000010:protein_coding_gene,visual behavior ; GO:0007632 | inferred from mutant phenotype <newline> amino acid transmembrane transport ; GO:0003333 | inferred from sequence model <newline> neurotransmitter transport ; GO:0006836 | inferred from sequence or structural similarity with DAT,integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN000177662 <newline> integral component of membrane ; GO:0016021 | inferred from sequence model <newline> plasma membrane ; GO:0005886 | inferred from direct assay,neurotransmitter:sodium symporter activity ; GO:0005328 | inferred from electronic annotation with InterPro:IPR000175 <newline> neurotransmitter transporter activity ; GO:0005326 | inferred from sequence or structural similarity with DAT <newline> transporter activity ; GO:0005215 | inferred from biological aspect of ancestor with PANTHER:PTN000177662 <newline> cation:amino acid symporter activity ; GO:0005416 | inferred from sequence model,3L,9215256,9211880,1,-,-,28-Mar,CG4476
FBgn0036008,FBgn0036008,CG3408,67B10-67B11,-,3-29 <newline> 3-23.2,-,-,SO0000010:protein_coding_gene,-,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3L,9509583,9506818,-1,-,-,29-Mar,CG3408
FBgn0036022,FBgn0036022,CG8329,67C3-67C3,-,3-31 <newline> 3-23.7,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",-,"serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model",3L,9639021,9638112,1,-,-,31-Mar,CG8329
FBgn0036116,FBgn0036116,CG7888,68A3-68A3,-,3-34 <newline> 3-28.4,-,-,SO0000010:protein_coding_gene,amino acid transmembrane transport ; GO:0003333 | inferred from biological aspect of ancestor with PANTHER:PTN000535793 <newline> amino acid transmembrane transport ; GO:0003333 | inferred from sequence or structural similarity with Eaat1,vacuolar membrane ; GO:0005774 | inferred from biological aspect of ancestor with PANTHER:PTN001119389,amino acid transmembrane transporter activity ; GO:0015171 | inferred from sequence or structural similarity with Eaat1 <newline> amino acid transmembrane transporter activity ; GO:0015171 | inferred from biological aspect of ancestor with PANTHER:PTN000535793,3L,11059659,11054035,1,-,-,Mar-34,CG7888
FBgn0036124,FBgn0036124,CG7839,68A4-68A5,-,3-34 <newline> 3-28.4,-,-,SO0000010:protein_coding_gene,-,nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN000248189,-,3L,11078736,11074769,1,-,-,Mar-34,CG7839
FBgn0036126,FBgn0036126,CG6272,68A6-68A6,-,3-34 <newline> 3-28.4,-,-,SO0000010:protein_coding_gene,"regulation of transcription, DNA-templated ; GO:0006355 | inferred from electronic annotation with InterPro:IPR004827 <newline> double-strand break repair ; GO:0006302 | inferred from mutant phenotype",DNA repair complex ; GO:1990391 | inferred from direct assay,"transcription factor activity, sequence-specific DNA binding ; GO:0003700 | inferred from electronic annotation with InterPro:IPR004827, InterPro:IPR031106 <newline> P-element binding ; GO:0003693 | inferred from direct assay",3L,11098186,11097446,-1,-,Inverted repeat binding protein 18 kDa,Mar-34,Irbp18
