#SUBMITTED ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_NOTE,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0005617,FBgn0005617,CG10385,36F11-37A1,36F7-37A1; (determined by in situ hybridisation),2-20 <newline> 2-53 <newline> 2-53.4,-,-,-,SO0000010:protein_coding_gene,histone H4-K16 acetylation ; GO:0043984 | inferred from electronic annotation with InterPro:IPR026711 <newline> dosage compensation by hyperactivation of X chromosome ; GO:0009047 | non-traceable author statement <newline> dosage compensation ; GO:0007549 | inferred from mutant phenotype <newline> negative regulation of chromatin silencing ; GO:0031936 | inferred from mutant phenotype <newline> dosage compensation complex assembly involved in dosage compensation by hyperactivation of X chromosome ; GO:0016457 | traceable author statement,"MSL complex ; GO:0072487 | inferred from direct assay <newline> X chromosome located dosage compensation complex, transcription activating ; GO:0016456 | non-traceable author statement <newline> X chromosome located dosage compensation complex, transcription activating ; GO:0016456 | traceable author statement <newline> dosage compensation complex ; GO:0046536 | inferred from direct assay <newline> X chromosome ; GO:0000805 | non-traceable author statement <newline> chromosome ; GO:0005694 | inferred from direct assay <newline> nuclear chromosome ; GO:0000228 | inferred from direct assay",DNA binding ; GO:0003677 | non-traceable author statement <newline> DNA binding ; GO:0003677 | inferred from direct assay <newline> chromatin binding ; GO:0003682 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with tamo <newline> ubiquitin protein ligase binding ; GO:0031625 | inferred from physical interaction with msl-2 <newline> transcription regulatory region DNA binding ; GO:0044212 | inferred from direct assay <newline> protein dimerization activity ; GO:0046983 | inferred from physical interaction with msl-1,2L,18688800,18683720,-1,-,male-specific lethal 1,Feb-53,msl-1
FBgn0010358,FBgn0010358,CG12351,47F5-47F5,-,2-64 <newline> 2-64.2,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114",cytosol ; GO:0005829 | inferred from direct assay,"serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114",2R,11356128,11355319,1,-,deltaTrypsin,Feb-64,deltaTry
FBgn0010425,FBgn0010425,CG18681,47F4-47F4,47D-47F,2-[60] <newline> 2-64 <newline> 2-64.2,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN001208729,serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from biological aspect of ancestor with PANTHER:PTN001208729,2R,11346066,11345237,-1,-,epsilonTrypsin,Feb-64,epsilonTry
FBgn0010611,FBgn0010611,CG4311,53C1-53C1,53C1-53C2; (determined by in situ hybridisation) <newline> 53C1-53C2,2-80 <newline> 2-82.2,-,-,-,SO0000010:protein_coding_gene,"isoprenoid biosynthetic process ; GO:0008299 | inferred from electronic annotation with InterPro:IPR000590, InterPro:IPR010122, InterPro:IPR013528, InterPro:IPR013746 <newline> embryonic development via the syncytial blastoderm ; GO:0001700 | inferred from mutant phenotype",-,"hydroxymethylglutaryl-CoA synthase activity ; GO:0004421 | inferred from electronic annotation with InterPro:IPR000590, InterPro:IPR010122, InterPro:IPR013528, InterPro:IPR013746",2R,16341242,16336090,1,-,HMG Coenzyme A synthase,Feb-80,Hmgs
FBgn0010622,FBgn0010622,CG9893,59C2-59C3,59C1-59C4; (determined by in situ hybridisation) <newline> 59C1-59C4 <newline> 59C3-59C4,2-102 <newline> 2-106.6,-,-,-,SO0000010:protein_coding_gene,microtubule-based movement ; GO:0007018 | inferred from sequence or structural similarity <newline> regulation of hemocyte proliferation ; GO:0035206 | inferred from mutant phenotype,dynactin complex ; GO:0005869 | inferred from sequence or structural similarity with MGI:MGI:1859251 <newline> dynactin complex ; GO:0005869 | inferred from sequence or structural similarity,-,2R,23062593,23061420,-1,-,"Dynactin 3, p24 subunit",2-102,DCTN3-p24
FBgn0010786,FBgn0010786,CG9165,61F6-61F7,61F6-61F7; (determined by in situ hybridisation) <newline> 61F5-61F7; 61F6--7 61F7--8,3-0 <newline> 3-1.7,-,-,-,SO0000010:protein_coding_gene,peptidyl-pyrromethane cofactor linkage ; GO:0018160 | inferred from electronic annotation with InterPro:IPR022419 <newline> heme biosynthetic process ; GO:0006783 | inferred from biological aspect of ancestor with PANTHER:PTN000168159,cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000168159,hydroxymethylbilane synthase activity ; GO:0004418 | inferred from biological aspect of ancestor with PANTHER:PTN000168159,3L,1339415,1334889,1,-,lethal (3) 02640,Mar-00,l(3)02640
FBgn0011016,FBgn0011016,CG5474,72D9-72D9,72D8-72D9; (determined by in situ hybridisation) <newline> 72D8-72D9,3-44 <newline> 3-38.4,-,-,-,SO0000010:protein_coding_gene,cotranslational protein targeting to membrane ; GO:0006613 | inferred from biological aspect of ancestor with PANTHER:PTN000304850,"integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR008856 <newline> signal recognition particle, endoplasmic reticulum targeting ; GO:0005786 | inferred from sequence or structural similarity <newline> endomembrane system ; GO:0012505 | inferred from high throughput direct assay <newline> endoplasmic reticulum ; GO:0005783 | inferred from biological aspect of ancestor with PANTHER:PTN000983375",signal sequence binding ; GO:0005048 | inferred from sequence or structural similarity,3L,16130983,16129617,1,-,Signal sequence receptor beta,Mar-44,SsRbeta
FBgn0011554,FBgn0011554,CG12386,47F3-47F3,47D-47F <newline> 47E-47F; (determined by in situ hybridisation),2-64 <newline> 2-64.2,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN001208729,serine-type endopeptidase activity ; GO:0004252 | inferred from sequence or structural similarity <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from biological aspect of ancestor with PANTHER:PTN001208729,2R,11341423,11340513,-1,-,etaTrypsin,Feb-64,etaTry
FBgn0011705,FBgn0011705,CG9552,29F6-29F7,29F-30A; (determined by in situ hybridisation) <newline> 30A-30A; (determined by in situ hybridisation),2- <newline> 2-34 <newline> 2-29.6,-,-,-,SO0000010:protein_coding_gene,myoblast fusion ; GO:0007520 | traceable author statement <newline> myoblast fusion ; GO:0007520 | inferred from mutant phenotype,membrane ; GO:0016020 | inferred from direct assay,molecular_function ; GO:0003674 | no biological data available,2L,8989539,8985936,-1,-,rolling stone,Feb-34,rost
FBgn0011726,FBgn0011726,CG4254,60B5-60B5,60A-60B <newline> 60B4-60B5; (determined by in situ hybridisation) <newline> 60A-60D <newline> 60B4-60B5 <newline> 60A10-60B1; (determined by in situ hybridisation) <newline> 60B3-60B5; 60B4--5,2-106 <newline> 2-109.9,px,-,sp,SO0000010:protein_coding_gene,establishment of imaginal disc-derived wing hair orientation ; GO:0001737 | inferred from mutant phenotype <newline> mushroom body development ; GO:0016319 | inferred from mutant phenotype <newline> actin filament polymerization ; GO:0030041 | inferred from mutant phenotype <newline> regulation of lamellipodium assembly ; GO:0010591 | inferred from mutant phenotype <newline> mitotic cytokinesis ; GO:0000281 | inferred from mutant phenotype <newline> actin filament depolymerization ; GO:0030042 | inferred from mutant phenotype <newline> actin filament organization ; GO:0007015 | inferred from mutant phenotype <newline> axonogenesis ; GO:0007409 | inferred from mutant phenotype <newline> centrosome separation ; GO:0051299 | inferred from mutant phenotype <newline> actomyosin contractile ring assembly ; GO:0000915 | traceable author statement <newline> cell morphogenesis ; GO:0000902 | inferred from mutant phenotype <newline> meiotic cytokinesis ; GO:0033206 | inferred from mutant phenotype <newline> lamellipodium assembly ; GO:0030032 | inferred from mutant phenotype <newline> imaginal disc-derived leg segmentation ; GO:0036011 | inferred from mutant phenotype <newline> establishment of planar polarity ; GO:0001736 | inferred from mutant phenotype <newline> compound eye development ; GO:0048749 | inferred from genetic interaction with mbt <newline> epithelial structure maintenance ; GO:0010669 | inferred from mutant phenotype <newline> border follicle cell migration ; GO:0007298 | inferred from mutant phenotype <newline> establishment of ommatidial planar polarity ; GO:0042067 | inferred from mutant phenotype <newline> rhabdomere development ; GO:0042052 | inferred from mutant phenotype <newline> female gonad development ; GO:0008585 | inferred from mutant phenotype <newline> compound eye morphogenesis ; GO:0001745 | inferred from mutant phenotype <newline> positive regulation of protein secretion ; GO:0050714 | inferred from mutant phenotype,actin cytoskeleton ; GO:0015629 | inferred from electronic annotation with InterPro:IPR017904 <newline> nucleoplasm ; GO:0005654 | inferred from high throughput direct assay <newline> cytosol ; GO:0005829 | inferred from high throughput direct assay,actin binding ; GO:0003779 | inferred from sequence or structural similarity <newline> actin binding ; GO:0003779 | inferred from sequence or structural similarity with HGNC:1874 inferred from sequence or structural similarity with SGD:S000003973 inferred from mutant phenotype,2R,24046805,24044453,-1,-,twinstar,2-106,tsr
FBgn0011802,FBgn0011802,CG6539,67E3-67E3,67E1-67E4; (determined by in situ hybridisation) <newline> 67E1-67E4,3-33 <newline> 3-25.7,-,-,-,SO0000010:protein_coding_gene,RNA secondary structure unwinding ; GO:0010501 | inferred from biological aspect of ancestor with PANTHER:PTN000618218 <newline> neuromuscular junction development ; GO:0007528 | inferred from mutant phenotype <newline> ribonucleoprotein complex assembly ; GO:0022618 | inferred from mutant phenotype <newline> spliceosomal snRNP assembly ; GO:0000387 | inferred from sequence or structural similarity with UniProtKB:Q9UHI6 <newline> adult locomotory behavior ; GO:0008344 | inferred from mutant phenotype <newline> flight behavior ; GO:0007629 | inferred from mutant phenotype,Cajal body ; GO:0015030 | inferred from direct assay <newline> cytoplasmic U snRNP body ; GO:0071254 | inferred from direct assay <newline> nucleolus ; GO:0005730 | inferred from biological aspect of ancestor with PANTHER:PTN000618218 <newline> cytoplasm ; GO:0005737 | inferred from direct assay <newline> SMN complex ; GO:0032797 | inferred from mutant phenotype,ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR011545 <newline> nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR011545 <newline> ATP-dependent RNA helicase activity ; GO:0004004 | inferred from biological aspect of ancestor with PANTHER:PTN000618218,3L,10463101,10459081,-1,-,Gemin3,Mar-33,Gem3
FBgn0013949,FBgn0013949,CG7021,96B1-96B1,-,3-86 <newline> 3-84.8,-,-,-,SO0000010:protein_coding_gene,response to nicotine ; GO:0035094 | inferred from expression pattern,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,24867651,24865350,1,-,Elastin-like,Mar-86,Elal
FBgn0014127,FBgn0014127,CG10726,38B1-38B2,38B2-38B4 <newline> 38B1-38B2; (determined by in situ hybridisation) <newline> 38A-38A; (determined by in situ hybridisation) <newline> 38A-38A; 38B1--2,2-53.9 <newline> 2-54,-,-,-,SO0000010:protein_coding_gene,morphogenesis of an epithelium ; GO:0002009 | inferred from mutant phenotype <newline> open tracheal system development ; GO:0007424 | inferred from mutant phenotype <newline> gene silencing ; GO:0016458 | inferred from mutant phenotype <newline> peripheral nervous system development ; GO:0007422 | traceable author statement <newline> mitotic sister chromatid segregation ; GO:0000070 | traceable author statement <newline> mitotic sister chromatid separation ; GO:0051306 | inferred from mutant phenotype <newline> Malpighian tubule morphogenesis ; GO:0007443 | inferred from mutant phenotype <newline> head involution ; GO:0008258 | inferred from mutant phenotype <newline> ectodermal digestive tract morphogenesis ; GO:0048567 | inferred from mutant phenotype <newline> chromosome condensation ; GO:0030261 | inferred from mutant phenotype <newline> mitotic chromosome condensation ; GO:0007076 | inferred from biological aspect of ancestor with PANTHER:PTN000318716 <newline> tricarboxylic acid cycle ; GO:0006099 | inferred from direct assay,"chromatin ; GO:0000785 | inferred from direct assay <newline> condensin complex ; GO:0000796 | inferred from direct assay <newline> condensed chromosome ; GO:0000793 | inferred from direct assay <newline> nuclear condensin complex ; GO:0000799 | inferred from biological aspect of ancestor with PANTHER:PTN000318716 <newline> condensin complex ; GO:0000796 | non-traceable author statement <newline> chromosome, centromeric region ; GO:0000775 | inferred from direct assay <newline> condensin complex ; GO:0000796 | traceable author statement <newline> nucleus ; GO:0005634 | inferred from direct assay <newline> condensin complex ; GO:0000796 | inferred from sequence or structural similarity with HGNC:1112",chromatin binding ; GO:0003682 | inferred from direct assay <newline> DNA topoisomerase binding ; GO:0044547 | inferred from physical interaction with Top2 <newline> DNA topoisomerase (ATP-hydrolyzing) activator activity ; GO:0072587 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with ph-p,2L,20061370,20058163,-1,-,barren,Feb-54,barr
FBgn0014863,FBgn0014863,CG1019,84C1-84C1,84B-84C <newline> 84B-84B <newline> 84B3-84C6; (determined by in situ hybridisation) <newline> 84B-84C; (determined by in situ hybridisation),3- <newline> 3-48 <newline> 3-44.2,-,-,-,SO0000010:protein_coding_gene,muscle tissue development ; GO:0060537 | inferred from expression pattern <newline> regulation of establishment of planar polarity ; GO:0090175 | inferred from mutant phenotype <newline> sarcomere organization ; GO:0045214 | inferred from genetic interaction with sls,nucleus ; GO:0005634 | inferred from direct assay <newline> Z disc ; GO:0030018 | inferred from direct assay <newline> actin cytoskeleton ; GO:0015629 | colocalizes_with inferred from direct assay,structural constituent of muscle ; GO:0008307 | inferred from mutant phenotype inferred from genetic interaction with sls,3R,7117732,7112850,-1,protein_binding_site FBsf0000159940 3R:7118528..7118538 bound_moiety=Mef2-XP comment=From GB:AF090832; matches consensus at only 9 of 10 positions. evidence=experimental <newline> protein_binding_site FBsf0000159941 3R:7117689..7117699 bound_moiety=Mef2-XP comment=From GB:AF090832; site A. evidence=experimental <newline> protein_binding_site FBsf0000159942 3R:7117471..7117481 bound_moiety=Mef2-XP comment=From GB:AF090832; site B. evidence=experimental <newline> protein_binding_site FBsf0000159943 3R:7117375..7117385 bound_moiety=Mef2-XP comment=From GB:AF090832; site C. evidence=experimental <newline> protein_binding_site FBsf0000159944 3R:7117372..7117382 bound_moiety=Mef2-XP evidence=experimental comment=From GB:AF090832; site D; shown to bind Drosophila Mef2[+]P in an in vitro gel shift assay. <newline> protein_binding_site FBsf0000159939 3R:7117117..7117127 bound_moiety=Mef2-XP comment=From GB:AF090832; site E. evidence=experimental <newline> protein_binding_site FBsf0000159945 3R:7116361..7116371 bound_moiety=Mef2-XP comment=From GB:AF090832; matches consensus at only 9 of 10 positions. evidence=experimental <newline> protein_binding_site FBsf0000159946 3R:7114067..7114077 bound_moiety=Mef2-XP comment=From GB:AF090832; matches consensus at only 9 of 10 positions. evidence=experimental <newline> protein_binding_site FBsf0000159947 3R:7113741..7113751 bound_moiety=Mef2-XP comment=From GB:AF090832; matches consensus at only 9 of 10 positions. evidence=experimental <newline> protein_binding_site FBsf0000159948 3R:7113695..7113705 bound_moiety=Mef2-XP comment=From GB:AF090832; site F. evidence=experimental,Muscle LIM protein at 84B,Mar-48,Mlp84B
